,Gesamtfallzahlen,neu
Bedburg,1084,1
Bergheim,3540,8
Brühl,2353,0
Elsdorf,1006,1
Erftstadt,1904,3
Frechen,2879,4
Hürth,3156,4
Kerpen,3544,6
Pulheim,2014,3
Wesseling,2521,2
