,Gesamtfallzahlen,neu
Bedburg,1054,1
Bergheim,3421,15
Brühl,2321,4
Elsdorf,985,1
Erftstadt,1857,6
Frechen,2795,13
Hürth,3076,5
Kerpen,3434,13
Pulheim,1961,4
Wesseling,2431,13
