,Gesamtfallzahlen,neu
Bedburg,958,0
Bergheim,2892,8
Brühl,2100,6
Elsdorf,843,1
Erftstadt,1641,2
Frechen,2457,4
Hürth,2772,9
Kerpen,2959,7
Pulheim,1744,4
Wesseling,2130,7
