,Gesamtfallzahlen,neu
Bedburg,1336,12
Bergheim,4338,28
Brühl,2800,17
Elsdorf,1257,16
Erftstadt,2452,20
Frechen,3517,14
Hürth,4212,32
Kerpen,4391,15
Pulheim,2647,27
Wesseling,2929,16
