,Gesamtfallzahlen,neu
Bedburg,1140,2
Bergheim,3758,16
Brühl,2459,20
Elsdorf,1040,2
Erftstadt,2075,11
Frechen,3044,15
Hürth,3414,20
Kerpen,3811,23
Pulheim,2167,14
Wesseling,2611,11
