,Gesamtfallzahlen,neu
Bedburg,1658,11
Bergheim,5541,98
Brühl,3586,60
Elsdorf,1584,23
Erftstadt,3113,38
Frechen,4501,57
Hürth,5705,83
Kerpen,5550,83
Pulheim,3691,38
Wesseling,3719,51
