,Gesamtfallzahlen,neu
Bedburg,948,0
Bergheim,2848,1
Brühl,2064,0
Elsdorf,831,0
Erftstadt,1606,0
Frechen,2438,0
Hürth,2722,2
Kerpen,2912,0
Pulheim,1718,0
Wesseling,2082,0
