,Gesamtfallzahlen,neu
Bedburg,1432,7
Bergheim,4704,48
Brühl,2954,19
Elsdorf,1342,10
Erftstadt,2605,19
Frechen,3734,17
Hürth,4584,36
Kerpen,4691,27
Pulheim,2929,35
Wesseling,3110,16
