,Gesamtfallzahlen,neu
Bedburg,991,1
Bergheim,3100,21
Brühl,2189,6
Elsdorf,894,4
Erftstadt,1709,4
Frechen,2586,4
Hürth,2887,4
Kerpen,3149,14
Pulheim,1842,3
Wesseling,2252,11
