,Gesamtfallzahlen,neu
Bedburg,3088,36
Bergheim,9805,99
Brühl,6387,114
Elsdorf,2759,30
Erftstadt,5703,69
Frechen,7755,51
Hürth,9679,95
Kerpen,9701,73
Pulheim,6181,44
Wesseling,6660,60
