,Gesamtfallzahlen,neu
Bedburg,951,0
Bergheim,2862,5
Brühl,2070,0
Elsdorf,837,1
Erftstadt,1618,4
Frechen,2446,2
Hürth,2736,0
Kerpen,2926,6
Pulheim,1727,2
Wesseling,2098,3
