,Gesamtfallzahlen,neu
Bedburg,951,0
Bergheim,2866,0
Brühl,2070,0
Elsdorf,840,2
Erftstadt,1623,3
Frechen,2446,0
Hürth,2738,1
Kerpen,2929,1
Pulheim,1729,0
Wesseling,2098,0
