,Gesamtfallzahlen,neu
Bedburg,960,1
Bergheim,2905,3
Brühl,2113,7
Elsdorf,854,2
Erftstadt,1645,3
Frechen,2463,3
Hürth,2782,3
Kerpen,2971,4
Pulheim,1749,4
Wesseling,2143,6
