,Gesamtfallzahlen,neu
Bedburg,948,0
Bergheim,2845,0
Brühl,2064,0
Elsdorf,830,0
Erftstadt,1603,0
Frechen,2437,1
Hürth,2711,0
Kerpen,2910,0
Pulheim,1717,0
Wesseling,2076,0
