,Gesamtfallzahlen,neu
Bedburg,948,0
Bergheim,2849,1
Brühl,2064,0
Elsdorf,831,0
Erftstadt,1606,0
Frechen,2440,2
Hürth,2723,1
Kerpen,2912,0
Pulheim,1718,0
Wesseling,2082,0
