,Gesamtfallzahlen,neu
Bedburg,2991,58
Bergheim,9575,208
Brühl,6181,168
Elsdorf,2696,53
Erftstadt,5509,95
Frechen,7620,179
Hürth,9444,184
Kerpen,9493,226
Pulheim,6031,160
Wesseling,6510,87
