,Gesamtfallzahlen,neu
Bedburg,1259,15
Bergheim,4120,30
Brühl,2678,14
Elsdorf,1169,9
Erftstadt,2324,25
Frechen,3373,30
Hürth,3976,35
Kerpen,4230,31
Pulheim,2478,36
Wesseling,2813,17
