,Gesamtfallzahlen,neu
Bedburg,977,1
Bergheim,2996,8
Brühl,2138,1
Elsdorf,861,1
Erftstadt,1671,3
Frechen,2503,8
Hürth,2822,2
Kerpen,3039,6
Pulheim,1784,2
Wesseling,2184,5
