,Gesamtfallzahlen,neu
Bedburg,1036,5
Bergheim,3295,22
Brühl,2279,15
Elsdorf,954,7
Erftstadt,1800,9
Frechen,2724,17
Hürth,2997,8
Kerpen,3342,23
Pulheim,1919,9
Wesseling,2357,6
