,Gesamtfallzahlen,neu
Bedburg,993,2
Bergheim,3115,15
Brühl,2195,6
Elsdorf,900,6
Erftstadt,1718,9
Frechen,2597,11
Hürth,2891,4
Kerpen,3159,10
Pulheim,1849,7
Wesseling,2258,6
