,Gesamtfallzahlen,neu
Bedburg,948,0
Bergheim,2849,0
Brühl,2064,0
Elsdorf,831,0
Erftstadt,1607,0
Frechen,2440,0
Hürth,2723,0
Kerpen,2913,0
Pulheim,1721,2
Wesseling,2082,0
