,Gesamtfallzahlen,neu
Bedburg,1050,0
Bergheim,3381,6
Brühl,2311,5
Elsdorf,983,1
Erftstadt,1846,1
Frechen,2772,2
Hürth,3064,6
Kerpen,3408,7
Pulheim,1954,1
Wesseling,2402,4
