,Gesamtfallzahlen,neu
Bedburg,1003,5
Bergheim,3163,27
Brühl,2225,11
Elsdorf,912,3
Erftstadt,1749,17
Frechen,2648,37
Hürth,2922,13
Kerpen,3219,33
Pulheim,1881,22
Wesseling,2306,29
