,Gesamtfallzahlen,neu
Bedburg,1295,22
Bergheim,4213,28
Brühl,2732,15
Elsdorf,1206,15
Erftstadt,2379,21
Frechen,3436,17
Hürth,4092,29
Kerpen,4311,24
Pulheim,2541,21
Wesseling,2865,21
