,Gesamtfallzahlen,neu
Bedburg,1478,10
Bergheim,4845,33
Brühl,3026,8
Elsdorf,1369,8
Erftstadt,2710,17
Frechen,3836,15
Hürth,4740,33
Kerpen,4817,33
Pulheim,3069,23
Wesseling,3190,11
