,Gesamtfallzahlen,neu
Bedburg,2368,120
Bergheim,7692,314
Brühl,4998,174
Elsdorf,2205,96
Erftstadt,4349,149
Frechen,6225,247
Hürth,7809,304
Kerpen,7718,309
Pulheim,4883,204
Wesseling,5342,240
