,Gesamtfallzahlen,neu
Bedburg,951,2
Bergheim,2857,6
Brühl,2070,1
Elsdorf,836,3
Erftstadt,1614,4
Frechen,2444,2
Hürth,2736,4
Kerpen,2920,1
Pulheim,1725,1
Wesseling,2095,5
