,Gesamtfallzahlen,neu
Bedburg,946,0
Bergheim,2837,2
Brühl,2045,0
Elsdorf,831,0
Erftstadt,1600,0
Frechen,2426,2
Hürth,2707,0
Kerpen,2896,0
Pulheim,1711,1
Wesseling,2072,2
