,Gesamtfallzahlen,neu
Bedburg,2830,47
Bergheim,8983,175
Brühl,5799,94
Elsdorf,2537,36
Erftstadt,5174,117
Frechen,7216,123
Hürth,8960,142
Kerpen,8895,171
Pulheim,5691,91
Wesseling,6188,108
