,Gesamtfallzahlen,neu
Bedburg,1566,11
Bergheim,5123,30
Brühl,3247,28
Elsdorf,1444,7
Erftstadt,2851,23
Frechen,4138,38
Hürth,5203,43
Kerpen,5108,26
Pulheim,3355,34
Wesseling,3393,20
