,Gesamtfallzahlen,neu
Bedburg,3298,106
Bergheim,10541,266
Brühl,6886,201
Elsdorf,2948,73
Erftstadt,6176,169
Frechen,8312,195
Hürth,10278,246
Kerpen,10396,241
Pulheim,6717,210
Wesseling,7021,133
