,Gesamtfallzahlen,neu
Bedburg,1505,4
Bergheim,4920,20
Brühl,3075,12
Elsdorf,1398,4
Erftstadt,2748,9
Frechen,3907,14
Hürth,4833,32
Kerpen,4907,22
Pulheim,3131,26
Wesseling,3255,13
