,Gesamtfallzahlen,neu
Bedburg,948,0
Bergheim,2841,0
Brühl,2059,1
Elsdorf,830,0
Erftstadt,1601,0
Frechen,2429,0
Hürth,2709,1
Kerpen,2902,0
Pulheim,1715,1
Wesseling,2075,2
