,Gesamtfallzahlen,neu
Bedburg,1938,27
Bergheim,6437,97
Brühl,4193,65
Elsdorf,1824,37
Erftstadt,3685,87
Frechen,5240,76
Hürth,6576,133
Kerpen,6530,127
Pulheim,4224,59
Wesseling,4431,73
