,Gesamtfallzahlen,neu
Bedburg,1425,0
Bergheim,4656,17
Brühl,2935,6
Elsdorf,1332,4
Erftstadt,2586,11
Frechen,3717,13
Hürth,4548,35
Kerpen,4664,21
Pulheim,2894,20
Wesseling,3094,7
