,Gesamtfallzahlen,neu
Bedburg,948,1
Bergheim,2840,1
Brühl,2050,2
Elsdorf,832,1
Erftstadt,1600,0
Frechen,2427,0
Hürth,2707,-1
Kerpen,2897,1
Pulheim,1713,1
Wesseling,2072,0
