,Gesamtfallzahlen,neu
Bedburg,1735,23
Bergheim,5738,58
Brühl,3720,41
Elsdorf,1651,22
Erftstadt,3265,49
Frechen,4729,79
Hürth,5914,59
Kerpen,5784,74
Pulheim,3840,41
Wesseling,3956,83
