,Gesamtfallzahlen,neu
Bedburg,1569,3
Bergheim,5145,22
Brühl,3276,29
Elsdorf,1457,13
Erftstadt,2861,10
Frechen,4164,26
Hürth,5229,26
Kerpen,5132,24
Pulheim,3396,41
Wesseling,3414,21
