,Gesamtfallzahlen,neu
Bedburg,948,0
Bergheim,2841,0
Brühl,2061,1
Elsdorf,830,0
Erftstadt,1601,0
Frechen,2430,0
Hürth,2709,0
Kerpen,2905,0
Pulheim,1716,0
Wesseling,2076,1
