,Gesamtfallzahlen,neu
Bedburg,1096,0
Bergheim,3610,6
Brühl,2391,5
Elsdorf,1021,0
Erftstadt,1968,7
Frechen,2928,12
Hürth,3209,9
Kerpen,3623,10
Pulheim,2048,6
Wesseling,2553,2
