,Gesamtfallzahlen,neu
Bedburg,948,0
Bergheim,2841,0
Brühl,2060,1
Elsdorf,830,0
Erftstadt,1601,0
Frechen,2430,1
Hürth,2709,0
Kerpen,2905,3
Pulheim,1716,1
Wesseling,2075,0
