,Gesamtfallzahlen,neu
Bedburg,949,0
Bergheim,2851,2
Brühl,2069,2
Elsdorf,833,2
Erftstadt,1610,3
Frechen,2442,1
Hürth,2732,5
Kerpen,2919,5
Pulheim,1724,2
Wesseling,2090,2
