,Gesamtfallzahlen,neu
Bedburg,2028,43
Bergheim,6704,103
Brühl,4393,103
Elsdorf,1920,36
Erftstadt,3841,94
Frechen,5484,115
Hürth,6890,184
Kerpen,6805,103
Pulheim,4358,78
Wesseling,4649,99
