,Gesamtfallzahlen,neu
Bedburg,1647,21
Bergheim,5443,73
Brühl,3526,33
Elsdorf,1561,20
Erftstadt,3075,38
Frechen,4444,74
Hürth,5622,73
Kerpen,5467,81
Pulheim,3653,45
Wesseling,3668,60
