,Gesamtfallzahlen,neu
Bedburg,978,1
Bergheim,3008,6
Brühl,2146,3
Elsdorf,867,0
Erftstadt,1677,0
Frechen,2530,16
Hürth,2832,4
Kerpen,3054,5
Pulheim,1799,6
Wesseling,2191,3
