,Gesamtfallzahlen,neu
Bedburg,1751,16
Bergheim,5819,81
Brühl,3770,50
Elsdorf,1663,12
Erftstadt,3321,56
Frechen,4783,54
Hürth,6022,108
Kerpen,5848,64
Pulheim,3921,81
Wesseling,3993,37
