,Gesamtfallzahlen,neu
Bedburg,1079,1
Bergheim,3498,14
Brühl,2343,2
Elsdorf,1000,1
Erftstadt,1882,2
Frechen,2844,4
Hürth,3127,-1
Kerpen,3511,0
Pulheim,1996,4
Wesseling,2482,0
