,Gesamtfallzahlen,neu
Bedburg,1404,7
Bergheim,4559,24
Brühl,2887,8
Elsdorf,1309,2
Erftstadt,2532,4
Frechen,3672,25
Hürth,4432,27
Kerpen,4564,13
Pulheim,2806,20
Wesseling,3039,14
