,Gesamtfallzahlen,neu
Bedburg,1521,4
Bergheim,4963,15
Brühl,3105,10
Elsdorf,1403,2
Erftstadt,2770,5
Frechen,3952,8
Hürth,4923,26
Kerpen,4958,6
Pulheim,3197,18
Wesseling,3282,4
