,Gesamtfallzahlen,neu
Bedburg,1273,8
Bergheim,4185,29
Brühl,2717,15
Elsdorf,1191,12
Erftstadt,2358,14
Frechen,3419,24
Hürth,4063,36
Kerpen,4287,26
Pulheim,2520,25
Wesseling,2844,16
