,Gesamtfallzahlen,neu
Bedburg,1244,10
Bergheim,4090,23
Brühl,2664,16
Elsdorf,1160,12
Erftstadt,2299,22
Frechen,3343,22
Hürth,3941,44
Kerpen,4199,18
Pulheim,2442,21
Wesseling,2796,20
