,Gesamtfallzahlen,neu
Bedburg,948,0
Bergheim,2840,0
Brühl,2051,1
Elsdorf,831,-1
Erftstadt,1601,1
Frechen,2428,1
Hürth,2707,0
Kerpen,2899,2
Pulheim,1713,0
Wesseling,2072,0
