,Gesamtfallzahlen,neu
Bedburg,945,1
Bergheim,2830,2
Brühl,2041,3
Elsdorf,831,0
Erftstadt,1598,0
Frechen,2424,1
Hürth,2706,0
Kerpen,2894,0
Pulheim,1703,1
Wesseling,2066,3
