,Gesamtfallzahlen,neu
Bedburg,1860,47
Bergheim,6186,113
Brühl,4019,65
Elsdorf,1753,27
Erftstadt,3519,52
Frechen,5084,122
Hürth,6312,80
Kerpen,6253,163
Pulheim,4080,55
Wesseling,4264,37
