,Gesamtfallzahlen,neu
Bedburg,959,0
Bergheim,2902,6
Brühl,2106,3
Elsdorf,852,6
Erftstadt,1642,0
Frechen,2460,2
Hürth,2779,1
Kerpen,2967,3
Pulheim,1745,1
Wesseling,2137,4
