,Gesamtfallzahlen,neu
Bedburg,1082,2
Bergheim,3520,8
Brühl,2349,1
Elsdorf,1004,2
Erftstadt,1892,6
Frechen,2863,10
Hürth,3137,4
Kerpen,3527,7
Pulheim,2005,2
Wesseling,2505,9
