,Gesamtfallzahlen,neu
Bedburg,1536,3
Bergheim,5019,19
Brühl,3146,18
Elsdorf,1414,8
Erftstadt,2791,5
Frechen,4010,16
Hürth,5011,38
Kerpen,5004,17
Pulheim,3242,11
Wesseling,3319,19
