,Gesamtfallzahlen,neu
Bedburg,1450,7
Bergheim,4767,23
Brühl,2983,7
Elsdorf,1351,0
Erftstadt,2655,16
Frechen,3785,14
Hürth,4658,18
Kerpen,4744,15
Pulheim,3001,20
Wesseling,3147,5
