,Gesamtfallzahlen,neu
Bedburg,1550,7
Bergheim,5062,11
Brühl,3183,10
Elsdorf,1432,7
Erftstadt,2817,7
Frechen,4069,20
Hürth,5112,27
Kerpen,5056,11
Pulheim,3295,16
Wesseling,3348,9
