,Gesamtfallzahlen,neu
Bedburg,948,0
Bergheim,2841,1
Brühl,2058,4
Elsdorf,830,-1
Erftstadt,1601,0
Frechen,2429,0
Hürth,2708,1
Kerpen,2902,3
Pulheim,1714,1
Wesseling,2073,0
