,Gesamtfallzahlen,neu
Bedburg,1543,1
Bergheim,5051,12
Brühl,3173,6
Elsdorf,1425,5
Erftstadt,2810,8
Frechen,4049,16
Hürth,5085,34
Kerpen,5045,14
Pulheim,3279,19
Wesseling,3339,8
