,Gesamtfallzahlen,neu
Bedburg,2161,72
Bergheim,7131,243
Brühl,4638,128
Elsdorf,2018,50
Erftstadt,4031,106
Frechen,5777,156
Hürth,7207,156
Kerpen,7182,206
Pulheim,4535,94
Wesseling,4905,98
