,Gesamtfallzahlen,neu
Bedburg,1787,36
Bergheim,5940,121
Brühl,3873,103
Elsdorf,1700,37
Erftstadt,3387,66
Frechen,4856,73
Hürth,6114,92
Kerpen,5974,126
Pulheim,3971,50
Wesseling,4116,123
